#id  northing easting
5395 6103530 470878
5396 6103529 472378
5397 6103529 473878
5398 6103529 475378
5399 6103531 476878
5400 6103530 478378
5401 6103529 479878
5402 6103530 481377
5403 6103531 482877
5404 6103529 484376
5405 6103529 485876
5406 6103529 487376
5407 6103529 488876
5408 6103531 490376
5409 6103530 491876
5410 6103529 493376
5411 6103530 494876
5412 6103531 496378
5413 6103529 497878
5414 6103529 499378
5415 6103529 500878
5416 6103530 502378
5417 6103531 503878
5418 6104828 441628
5419 6104830 443126
5420 6104828 444628
5421 6104828 446128
5422 6104828 447626
5423 6104829 449127
5424 6104830 450628
5425 6104830 452126
5426 6104830 453626
5427 6104830 455128
5428 6104828 456628
5429 6104830 458126
5430 6104830 459626
5431 6104830 461128
5432 6104828 462628
5433 6104830 464126
5434 6104828 465626
5435 6104828 467128
5436 6104830 468628
5437 6104830 470128
5438 6104830 471626
5439 6104829 473126
5440 6104830 474628
5441 6104830 476128
5442 6104829 477626
5443 6104828 479126
5444 6104828 480627
5445 6104829 482128
5446 6104830 483628
5447 6104830 485126
5448 6104829 486626
5449 6104830 488126
5450 6104830 489628
5451 6104829 491128
5452 6104828 492628
5453 6104828 494126
5454 6104829 495626
5455 6104830 497128
5456 6104830 498628
5457 6104829 500128
5458 6104830 501626
5459 6104830 503126
5460 6104830 504627
5461 6106127 442378
5462 6106129 443878
5463 6106128 445376
5464 6106128 446878
5465 6106129 448376
5466 6106133 449879
5467 6106129 451376
5468 6106128 452878
5469 6106128 454376
5470 6106129 455878
5471 6106127 457376
5472 6106127 458878
5473 6106127 460376
5474 6106127 461878
5475 6106129 463376
5476 6106127 464878
5477 6106127 466376
5478 6106127 467878
5479 6106129 469376
5480 6106127 470877
5481 6106129 472378
5482 6106129 473876
5483 6106127 475378
5484 6106128 476876
5485 6106127 478378
5486 6106129 479876
5487 6106127 481378
5488 6106128 482876
5489 6106129 484377
5490 6106129 485878
5491 6106129 487376
5492 6106129 488878
5493 6106128 490376
5494 6106127 491878
5495 6106127 493376
5496 6106127 494877
5497 6106128 496378
5498 6106127 497876
5499 6106129 499378
5500 6106129 500876
5501 6106127 502378
5502 6106129 503878
5503 6106127 505376
5504 6107426 443126
5505 6107428 444626
5506 6107428 446128
5507 6107428 447628
5508 6107428 449127
5509 6107428 450626
5510 6107426 452128
5511 6107426 453628
5512 6128211 459626
5513 6128211 461128
5514 6128213 462626
5515 6128211 464128
5516 6128211 465626
5517 6128211 467128
5518 6128211 468626
5519 6128213 470128
5520 6128212 471626
5521 6128211 473128
5522 6128212 474628
5523 6128213 476126
5524 6128211 477628
5525 6128211 479126
5526 6128211 480628
5527 6128212 482126
5528 6128213 483628
5529 6128212 485126
5530 6128212 486627
5531 6128212 488128
5532 6128213 489626
5533 6128212 491128
5534 6128211 492626
5535 6128211 494128
5536 6128212 495628
5537 6128211 497127
5538 6128213 498628
5539 6128213 500126
5540 6128213 501628
5541 6128211 503126
5542 6128213 504628
5543 6129512 464877
5544 6129512 466376
5545 6129510 467878
5546 6129510 469378
5547 6129512 470876
5548 6129512 472378
5549 6129512 473878
5550 6129512 475376
5551 6129511 476876
5552 6129510 478378
5553 6129510 479876
5554 6129510 481376
5555 6129511 482878
5556 6129510 484376
5557 6129512 485876
5558 6129512 487378
5559 6129510 488876
5560 6129511 490376
5561 6129510 491878
5562 6129510 493376
5563 6129510 494878
5564 6129512 496378
5565 6129510 497876
5566 6129510 499378
5567 6129510 500878
5568 6129510 502376
5569 6129512 503878
5570 6130810 470126
5571 6130809 471626
5572 6130809 473126
5573 6130809 474626
5574 6130810 476128
5575 6130809 477628
5576 6130811 479128
5577 6130811 480628
5578 6130809 482128
5579 6130811 483627
5580 6130809 485126
5581 6130809 486626
5582 6130809 488126
5583 6130811 489626
5584 6130809 491128
5585 6130809 492628
5586 6130809 494128
5587 6130809 495628
5588 6130811 497128
5589 6130810 498626
5590 6132108 476878
5591 6132110 478378
5592 6132110 479876
5593 6132110 481376
5594 6132108 482876
5595 6132110 484377
5596 6132110 485878
5597 6132110 487378
5598 6132110 488878
5599 6132108 490376
5600 6132108 491876
5601 6132110 493376
5602 6132108 494876
5603 6132109 496378
5604 6133409 479126
5605 6133409 480628
5606 6133409 482126
5607 6133407 483626
5608 6133407 485128
5609 6133409 486626
5610 6133407 488127
5611 6133408 489628
5612 6133407 491126
5613 6133409 492628
5614 6133409 494128
5615 6133407 495626
5616 6134706 487378
5617 6134708 488877
5618 6134706 490376
5619 6134708 491878
5620 6134708 493376
5621 6134708 494878
5622 6126913 491876
5623 6126913 493376
5624 6126913 494878
5625 6126914 496378
5626 6126913 497878
5627 6126912 499376
5628 6126912 500876
5629 6126913 502378
5630 6126912 503878
5631 6126914 505378
5632 6125614 494126
5633 6125615 495626
5634 6125613 497126
5635 6125613 498626
5636 6125615 500126
5637 6125613 501626
5638 6125614 503126
5639 6125615 504626
5640 6125615 506126
5641 6124314 496378
5642 6124316 497878
5643 6124315 499376
5644 6124315 500876
5645 6124316 502378
5646 6124314 503877
5647 6124316 505376
5648 6124316 506878
5649 6123015 498628
5650 6123015 500126
5651 6123015 501628
5652 6123016 503126
5653 6123015 504628
5654 6123015 506126
5655 6123015 507628
5656 6121718 500878
5657 6121716 502376
5658 6121717 503876
5659 6121716 505378
5660 6121716 506878
5661 6121716 508376
5662 6120419 503126
5663 6120418 504626
5664 6120417 506126
5665 6120417 507626
5666 6119119 505378
5667 6119119 506878
5668 6119119 508376
5669 6117820 507628
5670 6102232 440128
5671 6107427 461126
